nt_seq_ID	tip_labels	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	Location	Country	Year	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	host_taxon	host_genus
Agrichlet_virus_F1434C1F1456	Agrichlet_virus_F1434C1F1456	C1	F1434	F1456	F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	Cambodia:Kompong Thom	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Agrichlet_virus_F1434C1F1456	Agrichlet_virus_F1434C1F1456	C1	F1434	F1456	F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	Cambodia:Kompong Thom	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Agrichlet_virus_F1434C1F1456	Agrichlet_virus_F1434C1F1456	C1	F1434	F1456	F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	Cambodia:Kompong Thom	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Agrichlet_virus_F1434C1F1456	Agrichlet_virus_F1434C1F1456	C1	F1434	F1456	F1434_NODE_1_length_7484_cov_199.621349_3	F1434_NODE_1_length_7484_cov_199.621349	Cambodia:Kompong Thom	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Wrunlize_virus_F1469C738F1469	Wrunlize_virus_F1469C738F1469	C738	F1469	F1469	F1469_NODE_738_length_2404_cov_1.864198_1	F1469_NODE_738_length_2404_cov_1.864198	Cambodia:Kompong Thom	Cambodia	2019	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	Mansonia annulifera	Mansonia
Wrunlize_virus_F1469C738F1615	Wrunlize_virus_F1469C738F1615	C738	F1469	F1615	F1469_NODE_738_length_2404_cov_1.864198_1	F1469_NODE_738_length_2404_cov_1.864198	Cambodia:Preah Vihear	Cambodia	2019	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	Mansonia annulifera	Mansonia
Aftionautor_virus_F1470C2F1470	Aftionautor_virus_F1470C2F1470	C2	F1470	F1470	F1470_NODE_2_length_7157_cov_428.287525_2	F1470_NODE_2_length_7157_cov_428.287525	Cambodia:Kompong Thom	Cambodia	2019	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	Mansonia annulifera	Mansonia
Aftionautor_virus_F1470C2F1471	Aftionautor_virus_F1470C2F1471	C2	F1470	F1471	F1470_NODE_2_length_7157_cov_428.287525_2	F1470_NODE_2_length_7157_cov_428.287525	Cambodia:Kompong Thom	Cambodia	2019	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	Mansonia annulifera	Mansonia
Belfgalbs_virus_F1490C6F1490	Belfgalbs_virus_F1490C6F1490	C6	F1490	F1490	F1490_NODE_6_length_7134_cov_7.580732_3	F1490_NODE_6_length_7134_cov_7.580732	Cambodia:Kompong Thom	Cambodia	2019	Mansonia uniformis	mixed cluster, internally divergent	Culicidae sp Aedes caecus or Culex bitaeniorhynchus or Culex tritaeniorhynchus or Culex vishnui.g or Mansonia uniformis	_	cluster25	Culicidae sp Aedes caecus or Culex bitaeniorhynchus or Culex tritaeniorhynchus or Culex vishnui.g or Mansonia uniformis	Culicidae
Fanomonover_virus_F1497C15F1497	Fanomonover_virus_F1497C15F1497	C15	F1497	F1497	F1497_NODE_15_length_4526_cov_148.730485_2	F1497_NODE_15_length_4526_cov_148.730485	Cambodia:Kompong Thom	Cambodia	2019	Mansonia uniformis	misannotated, mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Counshes_virus_F1497C40F1497	Counshes_virus_F1497C40F1497	C40	F1497	F1497	F1497_NODE_40_length_3440_cov_12.563959_1	F1497_NODE_40_length_3440_cov_12.563959	Cambodia:Kompong Thom	Cambodia	2019	Mansonia uniformis	misannotated, mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Demadles_virus_F1497C7F1497	Demadles_virus_F1497C7F1497	C7	F1497	F1497	F1497_NODE_7_length_5809_cov_200.726625_1	F1497_NODE_7_length_5809_cov_200.726625	Cambodia:Kompong Thom	Cambodia	2019	Mansonia uniformis	misannotated, mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	Culex sp bitaeniorhynchus or sinensis or vishnui.g	Culex
Aedes_aegypti_totivirus_F1506C12C58C205F1506	Aedes_aegypti_totivirus_F1506C12C58C205F1506	C12C58C205	F1506	F1506	F1506_NODE_58_length_1831_cov_21.750563_1	F1506_NODEs_12_58_205	Cambodia:Preah Vihear	Cambodia	2019	Aedes aegypti	correct	Aedes aegypti	_	cluster26	Aedes aegypti	Aedes
Accrood_virus_F1561C1F1258	Accrood_virus_F1561C1F1258	C1	F1561	F1258	F1561_NODE_1_length_7724_cov_27.884340_4	F1561_NODE_1_length_7724_cov_27.884340	Cambodia:Pursat	Cambodia	2019	Culex gelidus	correct	Culex gelidus	_	cluster8	Culex gelidus	Culex
Accrood_virus_F1561C1F1258	Accrood_virus_F1561C1F1258	C1	F1561	F1258	F1561_NODE_1_length_7724_cov_27.884340_4	F1561_NODE_1_length_7724_cov_27.884340	Cambodia:Pursat	Cambodia	2019	Culex gelidus	correct	Culex gelidus	_	cluster8	Culex gelidus	Culex
Accrood_virus_F1561C1F1561	Accrood_virus_F1561C1F1561	C1	F1561	F1561	F1561_NODE_1_length_7724_cov_27.884340_4	F1561_NODE_1_length_7724_cov_27.884340	Cambodia:Preah Vihear	Cambodia	2019	Culex gelidus	correct	Culex gelidus	_	cluster8	Culex gelidus	Culex
Accrood_virus_F1561C1F1561	Accrood_virus_F1561C1F1561	C1	F1561	F1561	F1561_NODE_1_length_7724_cov_27.884340_4	F1561_NODE_1_length_7724_cov_27.884340	Cambodia:Preah Vihear	Cambodia	2019	Culex gelidus	correct	Culex gelidus	_	cluster8	Culex gelidus	Culex
Culex_inatomii_totivirus_F1570C24F1570	Culex_inatomii_totivirus_F1570C24F1570	C24	F1570	F1570	F1570_NODE_24_length_6279_cov_8.322622_2	F1570_NODE_24_length_6279_cov_8.322622	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Culex_inatomii_totivirus_F1570C24F1582	Culex_inatomii_totivirus_F1570C24F1582	C24	F1570	F1582	F1570_NODE_24_length_6279_cov_8.322622_2	F1570_NODE_24_length_6279_cov_8.322622	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Aeriandims_virus_subsp2_F1583C1F1045	Aeriandims_virus_subsp2_F1583C1F1045	C1	F1583	F1045	F1583_NODE_1_length_7023_cov_400.040758_2	F1583_NODE_1_length_7023_cov_400.040758	Cambodia:Battambang & Pailin	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	Culex
Aeriandims_virus_subsp2_F1583C1F1142	Aeriandims_virus_subsp2_F1583C1F1142	C1	F1583	F1142	F1583_NODE_1_length_7023_cov_400.040758_2	F1583_NODE_1_length_7023_cov_400.040758	Cambodia:Sihanuokville	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	Culex
Aeriandims_virus_subsp2_F1583C1F1156	Aeriandims_virus_subsp2_F1583C1F1156	C1	F1583	F1156	F1583_NODE_1_length_7023_cov_400.040758_2	F1583_NODE_1_length_7023_cov_400.040758	Cambodia:Sihanuokville	Cambodia	2019	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	Culex
Aeriandims_virus_subsp2_F1583C1F1583	Aeriandims_virus_subsp2_F1583C1F1583	C1	F1583	F1583	F1583_NODE_1_length_7023_cov_400.040758_2	F1583_NODE_1_length_7023_cov_400.040758	Cambodia:Preah Vihear	Cambodia	2019	Culex sinensis	internally divergent	Culex sinensis	_	cluster12	Culex sinensis	Culex
