sample_id	ref_id	total_reads	mapped_reads	average_cov	norm_average_cov	percentage_covered	norm_average_cov_LFC	contig_kmer_cov	contig_len	selected	RPKM	RPKM_LFC
F1144	F1127_NODE_300_length_3117_cov_993.590790	14454381	52	1.2492781520693	0.0864290315904429	4.81231953801732	-11.3332533077946	993.59079	3117	no	1.15416272283077	-11.3384556327662
F1146	F1127_NODE_300_length_3117_cov_993.590790	12199201	32	0.598652550529355	0.0490730950764198	16.8110362528072	-12.1498370380497	993.59079	3117	no	0.841553613314808	-11.7941751832939
F1147	F1127_NODE_300_length_3117_cov_993.590790	10321801	20	0.457811998716715	0.0443538873416291	25.6977863330125	-12.295708750878	993.59079	3117	no	0.621638224830121	-12.2311551498589
F1148	F1127_NODE_300_length_3117_cov_993.590790	6867745	6	0.138915623997433	0.0202272542148017	4.78023740776388	-13.4284688122288	993.59079	3117	no	0.280285277803257	-13.3803344006269
F1156	F1127_NODE_300_length_3117_cov_993.590790	21083968	14507	346.613731151748	16.4396820917082	99.8716714789862	-3.76180261885434	993.59079	3117	yes	220.743772513211	-3.75907334564673
F1171	F1127_NODE_300_length_3117_cov_993.590790	13444932	6330	127.271735643247	9.46614944897057	15.8164902149503	-4.55813541526488	993.59079	3117	no	151.045676173246	-4.30646119754093
F1183	F1127_NODE_300_length_3117_cov_993.590790	10061256	2	0.0481231953801732	0.00478302066662187	4.81231953801732	-15.5087753740781	993.59079	3117	no	0.0637736088882915	-15.5161989389664
F1184	F1127_NODE_300_length_3117_cov_993.590790	18715315	2	0.0445941610522939	0.00238276305006322	4.45941610522939	-16.5140619068214	993.59079	3117	no	0.0342843604325643	-16.4116078539374
F1192	F1127_NODE_300_length_3117_cov_993.590790	15220029	2	0.0166827077317934	0.00109610223027784	1.66827077317934	-17.6343150384983	993.59079	3117	no	0.0421577780876092	-16.1133596310318
F1196	F1127_NODE_300_length_3117_cov_993.590790	10176658	2	0.0404234841193455	0.00397217673221853	4.04234841193455	-15.7767675856004	993.59079	3117	no	0.063050424320929	-15.5326523834928
F1211	F1127_NODE_300_length_3117_cov_993.590790	15049219	6	0.119666345845364	0.00795166485685165	5.00481231953802	-14.7754404469284	993.59079	3117	no	0.127908818072681	-14.512114640855
F1226	F1127_NODE_300_length_3117_cov_993.590790	9816663	1	0.0240615976900866	0.00245109745440855	2.40615976900866	-16.4732695528784	993.59079	3117	no	0.032681299392114	-16.4806931177668
F1252	F1127_NODE_300_length_3117_cov_993.590790	10410441	4	0.094642284247674	0.00909109270660811	4.36316971446904	-14.582243689053	993.59079	3117	no	0.123269053648924	-14.5654197076947
F1254	F1127_NODE_300_length_3117_cov_993.590790	15743053	12	0.286814244465833	0.0182184640085905	4.78023740776388	-13.5793679729436	993.59079	3117	no	0.244543141054906	-13.5771413677983
F1266	F1127_NODE_300_length_3117_cov_993.590790	23295827	1443	31.0561437279435	1.33312046522081	28.809752967597	-7.38610596133136	993.59079	3117	no	19.8724492398259	-7.23260448572282
F1269	F1127_NODE_300_length_3117_cov_993.590790	11327587	838	18.8309271735643	1.66239528096887	36.0603144048765	-7.06764965040333	993.59079	3117	no	23.7339383510276	-6.97642266091834
F1271	F1127_NODE_300_length_3117_cov_993.590790	13728961	975	21.7991658646134	1.5878234241188	36.8302855309593	-7.1338626296921	993.59079	3117	no	22.7840089261763	-7.0353525619346
F1275	F1127_NODE_300_length_3117_cov_993.590790	18231815	79	1.77285851780558	0.0972398259748457	7.66762913057427	-11.1632219927179	993.59079	3117	no	1.3901459015586	-11.0700659657458
F1276	F1127_NODE_300_length_3117_cov_993.590790	21639668	2	0.0481231953801732	0.00222384166800402	4.81231953801732	-16.6136433236376	993.59079	3117	no	0.0296512222400536	-16.621066888526
F1278	F1127_NODE_300_length_3117_cov_993.590790	18927420	4	0.082771896053898	0.00437312090363599	4.1385948026949	-15.6380341639087	993.59079	3117	no	0.0678003240873798	-15.4278662937244
F1284	F1127_NODE_300_length_3117_cov_993.590790	18557721	4	0.0962463907603465	0.00518632599123279	4.81231953801732	-15.3919845081076	993.59079	3117	no	0.0691510132164371	-15.3994080729959
F1292	F1127_NODE_300_length_3117_cov_993.590790	18083098	9	0.204683991017004	0.0113190776833153	11.9987167147899	-14.2660128968755	993.59079	3117	no	0.159673509639244	-14.1921053835905
F1299	F1127_NODE_300_length_3117_cov_993.590790	18326493	6	0.119987167147899	0.00654719739056996	8.40551812640359	-15.0558199238565	993.59079	3117	no	0.105035252255133	-14.7963567574155
F1305	F1127_NODE_300_length_3117_cov_993.590790	8737468	4225	94.3076676291306	10.7934778850269	57.7799165864613	-4.36882521315959	993.59079	3117	no	155.133043486764	-4.26794006914383
F1316	F1127_NODE_300_length_3117_cov_993.590790	4797698	1228	27.7115816490215	5.77601625800988	44.818735964068	-5.27083831134577	993.59079	3117	no	82.1161647757636	-5.18570793041613
F1325	F1127_NODE_300_length_3117_cov_993.590790	10564063	1669	37.7885787616298	3.57708759987798	56.7212062880975	-5.96212766523605	993.59079	3117	no	50.686062164724	-5.88178509425755
F1339	F1127_NODE_300_length_3117_cov_993.590790	14360945	22	0.414821944177093	0.0288854211319028	6.64100096246391	-12.91442777572	993.59079	3117	no	0.491476616320078	-12.5701075912855
F1351	F1127_NODE_300_length_3117_cov_993.590790	15759122	15630	302.299647096567	19.1825183596248	16.2335579082451	-3.53919288379971	993.59079	3117	no	318.192660645311	-3.23154552447528
F1352	F1127_NODE_300_length_3117_cov_993.590790	10268241	3501	63.7574590952839	6.20918997667506	14.5332050048123	-5.16650804125578	993.59079	3117	no	109.385373811663	-4.77202623896305
F1362	F1127_NODE_300_length_3117_cov_993.590790	9052060	2	0.0481231953801732	0.00531627004020889	4.33108758421559	-15.3562830108128	993.59079	3117	no	0.0708836005361185	-15.3637065757011
F1382	F1127_NODE_300_length_3117_cov_993.590790	10691207	100	1.7497593840231	0.163663409007337	10.0417067693295	-10.4121094014858	993.59079	3117	no	3.00079591139231	-9.95995707101886
F1440	F1127_NODE_300_length_3117_cov_993.590790	16051310	14	0.320179659929419	0.0199472603749737	4.78023740776388	-13.4485786887917	993.59079	3117	no	0.279821287825283	-13.3827246464638
F1441	F1127_NODE_300_length_3117_cov_993.590790	8832554	4	0.0949631055502085	0.0107514888162822	4.74815527751043	-14.3402328528062	993.59079	3117	no	0.145290389409219	-14.3282910928276
F1450	F1127_NODE_300_length_3117_cov_993.590790	24117863	1323843	30926.9711260828	1282.32634566681	99.4546037856914	2.52363463765306	993.59079	3117	yes	17610.0608752593	2.55881000245197
F1461	F1127_NODE_300_length_3117_cov_993.590790	23002384	462204	10597.8742380494	460.729385182397	86.0442733397498	1.04686269091508	993.59079	3117	yes	6446.50090689081	1.10899830445236
F1470	F1127_NODE_300_length_3117_cov_993.590790	11675082	2	0.0481231953801732	0.00412187215303269	4.81231953801732	-15.7233976411581	993.59079	3117	no	0.0549582953737692	-15.7308212060464
F1473	F1127_NODE_300_length_3117_cov_993.590790	20242297	6	0.142444658325313	0.00703698094763222	4.74815527751043	-14.9517407920795	993.59079	3117	no	0.0950943371301651	-14.9397990321009
F1517	F1127_NODE_300_length_3117_cov_993.590790	10756833	11021	224.04812319538	20.8284467366352	15.367340391402	-3.42042976384951	993.59079	3117	no	328.700052815972	-3.18467439544188
F1527	F1127_NODE_300_length_3117_cov_993.590790	12645341	187	3.71735643246712	0.293970438002986	9.49631055502085	-9.56717012595772	993.59079	3117	no	4.74432311267441	-9.2991000053065
F1534	F1127_NODE_300_length_3117_cov_993.590790	16605439	174	3.48315688161694	0.209759999817948	9.78504972730189	-10.0541016198617	993.59079	3117	no	3.36172423029593	-9.79610089149911
F1554	F1127_NODE_300_length_3117_cov_993.590790	9315492	19	0.432146294513956	0.0463900666238515	26.5960859801091	-12.2309533860299	993.59079	3117	no	0.654351348072144	-12.1571648824411
F1585	F1127_NODE_300_length_3117_cov_993.590790	9503126	24705	561.962784728906	59.1345189708003	74.3342957972409	-1.91498448961152	993.59079	3117	no	834.02980020622	-1.84134715103358
F1588	F1127_NODE_300_length_3117_cov_993.590790	9237790	10	0.208533846647417	0.0225739973140131	2.21366698748797	-13.2701073962959	993.59079	3117	no	0.347292266369433	-13.0710800837169
F1604	F1127_NODE_300_length_3117_cov_993.590790	8852736	23237	533.224254090472	60.2327070512971	79.7882579403272	-1.88843791978065	993.59079	3117	no	842.104023772301	-1.82744762554796
F1607	F1127_NODE_300_length_3117_cov_993.590790	6030143	15215	345.581649021495	57.3090304859263	77.7991658646134	-1.96022252955207	993.59079	3117	no	809.482647105092	-1.88444592989604
PBS18a	F1127_NODE_300_length_3117_cov_993.590790	9596176	1	0.0109079242861726	0.00113669489661013	1.09079242861726	-17.5818523305925	993.59079	3117	no	0.0334322028414744	-16.4479200462353
F1132	F1132_NODE_20_length_1630_cov_351.145397	15637727	32871	1440.73987730061	92.1323078028292	100	0	351.145397	1630	yes	1289.59008356596	0
F1132	F1132_NODE_2_length_3968_cov_71.654741	15637727	15184	282.815524193548	18.0854624328426	100	0	71.654741	3968	yes	244.703907621984	0
F1132	F1132_NODE_4_length_3029_cov_94.587088	15637727	16497	387.944206008584	24.808222192943	100	0	94.587088	3029	yes	348.282837482102	0
F1278	F1132_NODE_4_length_3029_cov_94.587088	18927420	10	0.245625619016177	0.0129772372048688	19.0161769560911	-10.9006193643955	94.587088	3029	no	0.174425231248236	-10.9634349205611
F1132	F1132_NODE_7_length_2830_cov_221.665225	15637727	36016	912.897879858657	58.377913865529	100	0	221.665225	2830	yes	813.833223126638	0
F1025	F1143_NODE_11_length_7548_cov_9.055652	9300252	1	0.00357710651828299	0.000384624687404491	0.357710651828299	-12.7474770949603	9.055652	7548	no	0.0142453587927589	-11.2813582982984
F1143	F1143_NODE_11_length_7548_cov_9.055652	12905945	3454	34.1350026497085	2.64490532461656	100	0	9.055652	7548	yes	35.4568893240299	0
F1407	F1143_NODE_11_length_7548_cov_9.055652	10313833	33	0.265235824059353	0.0257165133524417	4.06730259671436	-6.6843772160447	9.055652	7548	no	0.423898571743544	-6.3862030566969
F1434	F1143_NODE_11_length_7548_cov_9.055652	23542158	520	3.84313725490196	0.163244901121722	5.02119766825649	-4.01810624576857	9.055652	7548	no	2.92634268420076	-3.59889534365894
F1436	F1143_NODE_11_length_7548_cov_9.055652	22960616	1	0.00357710651828299	0.000155793142408853	0.357710651828299	-14.0512967297216	9.055652	7548	no	0.00577011638551307	-12.5851779330597
F1445	F1143_NODE_11_length_7548_cov_9.055652	7831063	2	0.00940646528881823	0.00120117349187693	0.50344462109168	-11.1045558239002	9.055652	7548	no	0.0338358730106178	-10.0332966445795
F1456	F1143_NODE_11_length_7548_cov_9.055652	10117055	1198	9.49337572866985	0.938353673936718	5.52464228934817	-1.49501238636399	9.055652	7548	no	15.6881168551997	-1.17639378559525
F1463	F1143_NODE_11_length_7548_cov_9.055652	103055375	9	0.0465023847376789	0.000451236868893824	0.516693163751987	-12.5170435111772	9.055652	7548	no	0.0115701761254827	-11.5814394312142
F1471	F1143_NODE_11_length_7548_cov_9.055652	8629312	1	0.00384207737148914	0.000445235653953541	0.384207737148914	-12.5363593343525	9.055652	7548	no	0.0153529535846049	-11.1733340306548
F1482	F1143_NODE_11_length_7548_cov_9.055652	23331485	1	0.00384207737148914	0.000164673503272044	0.384207737148914	-13.9713200235634	9.055652	7548	no	0.00567839666455323	-12.6082947198657
F1583	F1143_NODE_11_length_7548_cov_9.055652	10264389	2006	16.9772125066243	1.65399153389688	6.74350821409645	-0.677264231485642	9.055652	7548	no	25.8920200477365	-0.453558446359892
F1643	F1143_NODE_11_length_7548_cov_9.055652	11928333	2	0.00768415474297827	0.000644193513291276	0.384207737148914	-12.0034343274286	9.055652	7548	no	0.0222135694238371	-10.6404090237309
F1646	F1143_NODE_11_length_7548_cov_9.055652	25827023	1	0.00384207737148914	0.000148761913887216	0.384207737148914	-14.1179232469141	9.055652	7548	no	0.00512972116852468	-12.7548979432163
F1038	F1147_NODE_1_length_11305_cov_1652.532000	9656195	1565	9.28721804511278	0.961788576671534	41.7249004865104	-9.38111608938631	1652.532	11305	no	14.3363220292113	-9.25441396769906
F1041	F1147_NODE_1_length_11305_cov_1652.532000	20586371	53	0.311455108359133	0.0151291895185962	4.40513047324193	-15.3714292720227	1652.532	11305	no	0.227732759013235	-15.230603270937
F1083	F1147_NODE_1_length_11305_cov_1652.532000	9569130	2	0.0132684652808492	0.00138659055534298	1.32684652808492	-18.8191502314748	1652.532	11305	no	0.0184878740712397	-18.853293863585
F1102	F1147_NODE_1_length_11305_cov_1652.532000	12583578	5	0.0306943830163644	0.00243924128863543	3.06943830163644	-18.0042595944108	1652.532	11305	no	0.0351475690005105	-17.926448293716
F1147	F1147_NODE_1_length_11305_cov_1652.532000	10321801	1021692	6619.61043785935	641.323199106372	100	0	1652.532	11305	yes	8755.76192547622	0
F1165	F1147_NODE_1_length_11305_cov_1652.532000	9706745	4	0.026360017691287	0.00271563924789278	2.6360017691287	-17.8494002291378	1652.532	11305	no	0.0364515335287622	-17.8738936912143
F1225	F1147_NODE_1_length_11305_cov_1652.532000	8652681	1	0.00238832375055285	0.000276021241341597	0.238832375055285	-21.1478408706904	1652.532	11305	no	0.0102230089385777	-19.7080533144681
F1271	F1147_NODE_1_length_11305_cov_1652.532000	13728961	434	2.51003980539584	0.182828096415733	20.5572755417957	-11.77634808454	1652.532	11305	no	2.79628537653046	-11.612505408645
F1306	F1147_NODE_1_length_11305_cov_1652.532000	9388216	784	4.52596196373286	0.482089671108213	25.3073861123397	-10.3775343606012	1652.532	11305	no	7.38690345441971	-10.2110472899594
F1334	F1147_NODE_1_length_11305_cov_1652.532000	21078173	5	0.0221141088014153	0.00104914732417346	0.442282176028306	-19.2214747909647	1652.532	11305	no	0.0209829464834692	-18.6706559223537
F1543	F1147_NODE_1_length_11305_cov_1652.532000	13267888	12	0.059000442282176	0.00444686013947179	5.9000442282176	-17.1379050398938	1652.532	11305	no	0.0800034807701071	-16.7398104319715
F1570	F1147_NODE_1_length_11305_cov_1652.532000	8905732	12	0.0728881026094648	0.00818440332692078	2.43255196815568	-16.2578148275761	1652.532	11305	no	0.119190339712439	-16.1646777956525
PBS2a	F1147_NODE_1_length_11305_cov_1652.532000	12444759	2	0.0129146395400265	0.00103775730329744	1.29146395400265	-19.2372229852837	1652.532	11305	no	0.0142158534698279	-19.232372485778
F1101	F1156_NODE_25_length_2967_cov_121.096841	25559028	29	0.711156049882036	0.0278240647446388	32.8277721604314	-9.62921094391394	121.096841	2967	no	0.382416055732002	-9.60783074977431
F1156	F1156_NODE_25_length_2967_cov_121.096841	21083968	18666	464.573306370071	22.0344342379039	100	0	121.096841	2967	yes	298.388009106801	0
F1345	F1156_NODE_25_length_2967_cov_121.096841	10512589	128274	3166.27974384901	301.189340118691	100	3.77283895097385	121.096841	2967	yes	4112.55203279427	3.78477246587333
F1395	F1156_NODE_25_length_2967_cov_121.096841	11114928	22	0.36670037074486	0.0329917000582334	6.47118301314459	-9.38344101700894	121.096841	2967	no	0.667111582059867	-8.80504575701539
