Sample	Batch	site	season	village	commune	district	city	elevation_m	trapping.method	trip	month	genus	subgenus	species	genus_species	sex	blood_meal	number	old_eppendorf	old_box	new_eppendorf	new_box	Location	datetime_setup	datetime_collect	lat	long	id	latlong_provided	seq_priority	LibPool_prep_by.x	LibPool_seq_date	Lib_Kit	LibPool_V_in_5ul_by_Qubit	LibPool_V_in_5ul_by_Bioanalyzer	LibPool_V_in_5ul_by_qPCR	LibPool_V_in_5ul_chosen	LibPool_final_C_in_5_ul	Run_CD	Run_PF	Run_EY	Demultiplexed_and_trimmed	NTC	LibPool	LibPool_prep_by.y
F1180	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1180	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1181	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1181	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1188	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1188	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1189	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1189	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1199	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1199	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1208	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1208	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1248	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1248	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1251	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	cinctellus	Culex cinctellus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1251	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1273	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1273	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1274	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1274	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1279	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1279	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1281	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1281	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1283	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Lophoceraomyia	infantulus	Culex infantulus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1283	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1289	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1289	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1291	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1291	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1293	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1293	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1295	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1295	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1297	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1297	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1300	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1300	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1301	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1301	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1302	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1302	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1303	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culiciomyia	nigropunctatus	Culex nigropunctatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1303	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1128	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-09 08:00:00	2019-10-10 07:50:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1128	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1131	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-09 08:00:00	2019-10-10 07:50:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1131	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1133	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1133	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1135	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1135	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1136	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1136	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1137	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1137	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1138	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1138	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1154	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1154	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1155	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	tritaeniorhynchus	Culex tritaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Sihanuokville	2019-10-08 08:15:00	2019-10-09 08:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1155	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1487	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1487	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1491	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1491	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1493	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1493	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1494	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1494	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1495	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:45:00	2019-10-16 16:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1495	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1496	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 14:27:00	2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1496	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1499	0	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Mansonia	Mansonioides	uniformis	Mansonia uniformis	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 14:27:00	2019-10-15 14:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1499	masked, available in supplementary info or upon request	low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
