Sample	Batch	site	season	village	commune	district	city	elevation_m	trapping.method	trip	month	genus	subgenus	species	genus_species	sex	blood_meal	number	old_eppendorf	old_box	new_eppendorf	new_box	Location	datetime_setup	datetime_collect	lat	long	id	latlong_provided	seq_priority	LibPool_prep_by.x	LibPool_seq_date	Lib_Kit	LibPool_V_in_5ul_by_Qubit	LibPool_V_in_5ul_by_Bioanalyzer	LibPool_V_in_5ul_by_qPCR	LibPool_V_in_5ul_chosen	LibPool_final_C_in_5_ul	Run_CD	Run_PF	Run_EY	Demultiplexed_and_trimmed	NTC	LibPool	LibPool_prep_by.y
F1380	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Armigeres	Armigeres	subalbatus	Armigeres subalbatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1380	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1381	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Armigeres	Armigeres	subalbatus	Armigeres subalbatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1381	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1382	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Armigeres	Armigeres	subalbatus	Armigeres subalbatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:10:00	2019-10-16 16:05:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1382	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1383	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Armigeres	Armigeres	subalbatus	Armigeres subalbatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:10:00	2019-10-16 16:05:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1383	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1384	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Armigeres	Armigeres	subalbatus	Armigeres subalbatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:10:00	2019-10-16 16:05:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1384	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1385	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Armigeres	Armigeres	subalbatus	Armigeres subalbatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 16:10:00	2019-10-16 16:05:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1385	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1386	7.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1386	masked, available in supplementary info or upon request	high	Artem	2020-11-04	NEBNext	5.13	5.26	1.35	5	4	209.0048	90.16069	26.4438934	1	0	7	Artem
F1387	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1387	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1388	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1388	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1389	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1389	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1390	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1390	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1392	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1392	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1393	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1393	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1394	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1394	masked, available in supplementary info or upon request	high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1395	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:10:00	2019-10-17 16:23:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1395	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1396	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1396	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1398	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1398	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1399	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Coquillettidia	Coquillettidia	crassipes	Coquillettidia crassipes	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1399	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1400	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 13:30:00	2019-10-17 13:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1400	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1401	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 13:30:00	2019-10-17 13:20:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1401	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1402	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 15:38:00	2019-10-16 15:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1402	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1403	8.1	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 15:38:00	2019-10-16 15:30:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1403	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1405	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1405	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1406	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1406	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1408	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1408	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1409	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 02:27:00	2019-10-16 14:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1409	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1411	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 16:45:00	2019-10-17 16:39:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1411	masked, available in supplementary info or upon request	high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1414	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Oculeomyia	bitaeniorhynchus	Culex bitaeniorhynchus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 14:27:00	2019-10-17 14:32:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1414	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1418	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	gelidus	Culex gelidus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 13:30:00	2019-10-16 13:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1418	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1421	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 13:30:00	2019-10-15 13:28:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1421	masked, available in supplementary info or upon request	high	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA
F1424	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 15:06:00	2019-10-15 15:05:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1424	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1426	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-14 15:06:00	2019-10-15 15:05:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1426	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1428	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 15:06:00	2019-10-16 15:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1428	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1429	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 15:06:00	2019-10-16 15:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1429	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1431	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-15 15:06:00	2019-10-16 15:00:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1431	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
F1432	8.2	masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Culex	Culex	quinquefasciatus	Culex quinquefasciatus	female	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Kompong Thom	2019-10-16 15:06:00	2019-10-17 14:50:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1432	masked, available in supplementary info or upon request	high	Artem	2021-01-06	NEBNext	4.64	5.33	0.6	4	4	222.477829	89.712944	27.9017677	1	0	8	Artem
