sample_id	err_fmtime	err_fname	total_num_of_PE_reads	num_qualtrim_kept_PE_reads	prop_qualtrim_kept_PE_reads	for_only_surv	rev_only_surv	dropped
F1353	2021-10-05 20:00:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_254.err	8318766	8274542	0.994683826904135	18090	3635	387
F1371	2021-10-05 20:03:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_255.err	12983324	12918028	0.994970779439841	26421	5629	598
F1372	2021-10-05 20:02:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_256.err	11928988	11871780	0.995204287237107	22891	5237	476
F1373	2021-10-05 20:01:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_257.err	9563130	9509712	0.994414171929065	21922	4334	453
F1374	2021-10-05 20:02:13	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_258.err	10686250	10642306	0.99588779974266	17102	4470	400
F1375	2021-10-05 20:02:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_259.err	11409798	11353658	0.995079667492799	22239	5249	582
F1026	2021-10-05 19:50:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_25.err	7935022	7851220	0.989438970679602	36291	5161	449
F1377	2021-10-05 20:01:15	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_260.err	8448392	8397974	0.994032237140511	21012	3762	435
F1378	2021-10-05 20:03:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_261.err	12639198	12582270	0.995495916750414	22308	5606	550
F1379	2021-10-05 20:04:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_262.err	14651952	14532982	0.991880262780004	51630	6714	1141
F1380	2021-10-05 20:03:16	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_263.err	12103692	12032068	0.994082466738248	29682	5523	607
F1381	2021-10-05 20:03:59	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_264.err	13506220	13435604	0.994771594124781	28070	6639	599
F1382	2021-10-05 20:01:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_265.err	10715778	10667544	0.995498786928957	18867	4796	454
F1383	2021-10-05 20:04:03	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_266.err	13193946	13100782	0.992938882726972	40035	5686	861
F1384	2021-10-05 20:03:30	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_267.err	12251846	12183386	0.994412270608037	28414	5228	588
F1385	2021-10-05 20:03:05	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_268.err	11385286	11281984	0.990926710141493	45610	5151	890
F1386	2021-10-05 20:04:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_269.err	12941480	12869722	0.994455193687275	29691	5597	591
F1027	2021-10-05 19:50:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_26.err	8035504	7908380	0.984179710445045	59737	3448	377
F1387	2021-10-05 20:03:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_270.err	10879200	10823564	0.994886021030958	22704	4644	470
F1388	2021-10-05 20:03:09	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_271.err	10215440	10165114	0.995073535745891	20357	4347	459
F1389	2021-10-05 20:04:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_272.err	12446096	12369084	0.99381235690292	32688	5190	628
F1390	2021-10-05 20:05:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_273.err	14145110	14062960	0.994192339260706	34583	5906	586
F1392	2021-10-05 20:02:11	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_274.err	8241988	8191356	0.99385682192209	21418	3528	370
F1393	2021-10-05 20:04:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_275.err	12806258	12724412	0.993608905895852	34700	5628	595
F1395	2021-10-05 20:04:11	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_276.err	11188372	11043468	0.987048696628964	66360	5100	992
F1396	2021-10-05 20:04:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_277.err	11774708	11714584	0.994893801188106	24893	4676	493
F1398	2021-10-05 20:04:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_278.err	12355904	12195176	0.986991805698717	74398	4955	1011
F1399	2021-10-05 20:04:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_279.err	11407402	11330290	0.993240178613851	33069	4890	597
F1028	2021-10-05 19:51:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_27.err	8080816	8003506	0.990432896875761	33025	5167	463
F1400	2021-10-05 20:02:52	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_280.err	9323492	9265756	0.993807470419881	23865	4531	472
F1401	2021-10-05 20:04:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_281.err	12915516	12818782	0.992510248913013	41338	6257	772
F1402	2021-10-05 20:05:19	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_282.err	13640448	13570252	0.99485383471276	28649	5885	564
F1403	2021-10-05 20:04:11	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_283.err	11552144	11483484	0.994056514530982	29034	4838	458
F1404	2021-10-05 20:01:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_284.err	6886564	6784602	0.985194067752801	48154	2513	314
F1405	2021-10-05 20:02:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_285.err	8723438	8682060	0.995256686641207	16385	3921	383
F1406	2021-10-05 20:05:12	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_286.err	12941510	12827580	0.991196545070861	50781	5343	841
F1407	2021-10-05 20:03:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_287.err	10355626	10273520	0.992071362948025	35867	4446	740
F1408	2021-10-05 20:11:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_288.err	25216670	25048960	0.993349240799836	70857	11594	1404
F1409	2021-10-05 20:02:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_289.err	8074666	7997208	0.990407281242345	34654	3504	571
F1029	2021-10-05 19:52:30	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_28.err	9982310	9771482	0.97887983843419	98820	5568	1026
F1410	2021-10-05 20:06:27	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_290.err	15583590	15498002	0.994507812384694	37060	5169	565
F1412	2021-10-05 20:03:15	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_291.err	10077726	10010008	0.993280428541121	30111	3292	456
F1413	2021-10-05 20:03:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_292.err	10912352	10826086	0.992094646507004	37478	4879	776
F1414	2021-10-05 20:04:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_293.err	13297278	13214470	0.993772560068309	35104	5679	621
F1415	2021-10-05 20:02:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_294.err	10347956	10269552	0.992423237980525	33351	5265	586
F1416	2021-10-05 20:05:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_295.err	16984246	16896274	0.994820376483007	36760	6644	582
F1418	2021-10-05 20:04:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_296.err	10461096	10389810	0.993185608850162	30608	4546	489
F1419	2021-10-05 20:03:56	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_297.err	10549164	10467082	0.992219099067945	34279	4627	2135
F1420	2021-10-05 20:02:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_298.err	7777344	7735716	0.994647530056533	17510	3033	271
F1422	2021-10-05 20:03:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_299.err	10457850	10380018	0.992557552460592	32447	4518	1951
F1030	2021-10-05 19:49:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_29.err	7699078	7616878	0.989323396905448	36068	4635	397
F1002	2021-10-05 19:51:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_2.err	7671966	7595396	0.990019507385721	33068	4802	415
F1423	2021-10-05 20:04:55	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_300.err	10994418	10877274	0.989345138596695	54166	3540	866
F1424	2021-10-05 20:03:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_301.err	9136034	9049102	0.990484711418543	38916	3895	655
F1425	2021-10-05 20:02:06	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_302.err	7473386	7369288	0.986070838573038	49145	2575	329
F1426	2021-10-05 20:04:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_303.err	10811406	10742078	0.99358751303947	29499	4672	493
F1427	2021-10-05 20:03:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_304.err	7344226	7123788	0.969984856130517	107049	2537	633
F1428	2021-10-05 20:04:52	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_305.err	9878802	9819224	0.993969106780357	24956	4373	460
F1429	2021-10-05 20:09:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_306.err	18617072	18494922	0.993438817876409	51858	8371	846
F1430	2021-10-05 20:07:01	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_307.err	15095722	14943292	0.98990243726004	69836	5388	991
F1431	2021-10-05 20:07:14	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_308.err	13811486	13730062	0.994104616983285	33865	6228	619
F1432	2021-10-05 20:07:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_309.err	14041996	13950214	0.993463749740422	38913	6238	740
F1031	2021-10-05 19:51:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_30.err	7953738	7776144	0.977671630621979	83147	4762	888
F1433	2021-10-05 20:05:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_310.err	10313472	10259524	0.994769171817211	21663	4875	436
F1434	2021-10-05 20:04:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_311.err	13971884	4805400	0.343933574026237	4574800	2926	5516
F1435	2021-10-05 20:03:15	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_312.err	10719640	3744842	0.349344007821158	3481508	2091	3800
F1436	2021-10-05 20:04:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_313.err	13601938	4737140	0.348269489244841	4424755	2681	4963
F1437	2021-10-05 20:03:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_314.err	12422452	4319746	0.347736984614632	4044047	2507	4799
F1439	2021-10-05 20:03:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_315.err	11096060	3824410	0.344663781558499	3628991	2427	4407
F1440	2021-10-05 20:03:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_316.err	9526126	3293474	0.345730677927208	3110912	1889	3525
F1441	2021-10-05 20:04:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_317.err	8859154	8806770	0.994087020047287	22879	2905	408
F1443	2021-10-05 20:02:36	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_318.err	7334330	2519190	0.343479227141402	2403378	1471	2721
F1444	2021-10-05 20:14:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_319.err	37122934	36814336	0.991687133349966	127943	23647	2709
F1032	2021-10-05 19:50:58	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_31.err	8103392	8055974	0.994148376383618	20916	2486	307
F1445	2021-10-05 20:04:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_320.err	7863498	7799752	0.991893429616184	27375	3936	562
F1446	2021-10-05 20:05:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_321.err	8358638	8222226	0.98368011630603	64265	3496	445
F1447	2021-10-05 20:03:10	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_322.err	8106996	2796232	0.344915922001195	2650454	1726	3202
F1449	2021-10-05 20:08:49	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_323.err	17579564	17485756	0.994663803948721	39718	6522	664
F1450	2021-10-05 20:13:29	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_324.err	24187996	24049710	0.994282866592172	58105	10048	990
F1452	2021-10-05 20:06:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_325.err	10658906	10553364	0.990098233345899	47644	4282	845
F1453	2021-10-05 20:07:01	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_326.err	19792322	6795948	0.343362845450877	6485510	4372	8305
F1454	2021-10-05 20:06:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_327.err	11465264	11273356	0.983261789697996	90925	4396	633
F1455	2021-10-05 20:02:19	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_328.err	5016342	1743312	0.347526544242797	1633461	1093	1961
F1456	2021-10-05 20:02:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_329.err	5926398	2037830	0.343856420037939	1940680	1249	2355
F1033	2021-10-05 19:50:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_32.err	6950984	6913122	0.994553001416778	16582	2086	263
F1457	2021-10-05 20:05:52	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_330.err	9407198	9262804	0.984650689822836	68033	3688	476
F1460	2021-10-05 20:03:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_331.err	8944632	3123190	0.349169200029694	2905256	1984	3481
F1461	2021-10-05 20:05:10	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_332.err	13620292	4733846	0.347558334285344	4435326	2817	5080
F1462	2021-10-05 20:04:32	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_333.err	10838728	3724840	0.343660252383859	3550292	2331	4321
F1463	2021-10-05 20:19:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_334.err	61110982	21088154	0.345079612695473	19971178	14146	26090
F1466	2021-10-05 20:04:56	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_335.err	13606664	4698948	0.345341664937122	4446466	2549	4843
F1467	2021-10-05 20:08:10	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_336.err	20111742	19978452	0.993372528346873	55333	10178	1134
F1468	2021-10-05 20:07:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_337.err	14562552	14458116	0.992828454792814	42644	8806	768
F1472	2021-10-05 20:04:48	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_338.err	13906150	4790504	0.344488158117092	4549358	2913	5552
F1473	2021-10-05 20:05:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_339.err	11988212	4146280	0.345863086171649	3914054	2558	4354
F1034	2021-10-05 19:51:46	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_33.err	8834936	8711982	0.986083204224683	55494	5319	664
F1474	2021-10-05 20:06:30	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_340.err	13711552	13600634	0.991910616682925	46359	8179	921
F1476	2021-10-05 20:04:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_341.err	10071950	3478980	0.345412755226148	3290479	2150	3856
F1477	2021-10-05 20:05:35	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_342.err	11861892	4119694	0.347304966189205	3864530	2286	4283
F1478	2021-10-05 20:06:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_343.err	13636506	4710514	0.345434087001465	4455772	2489	4735
F1479	2021-10-05 20:05:05	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_344.err	9565100	3294524	0.344431736207672	3130179	1846	3263
F1480	2021-10-05 20:06:22	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_345.err	13630966	4715376	0.345931168781435	4450836	2588	4371
F1481	2021-10-05 20:06:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_346.err	14410454	4958112	0.344063552751357	4718117	2844	5210
F1482	2021-10-05 20:06:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_347.err	13847298	4802974	0.346852793953015	4515137	2439	4586
F1483	2021-10-05 20:02:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_348.err	501546	497834	0.992598884249899	1642	190	24
F1484	2021-10-05 20:06:23	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_349.err	8568964	8509698	0.993083644650625	24900	4340	393
F1035	2021-10-05 19:51:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_34.err	9005276	8901992	0.988530723544731	45062	6001	579
F1486	2021-10-05 20:07:38	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_350.err	10362236	10282802	0.992334279975866	34183	4881	653
F1498	2021-10-05 20:11:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_351.err	20553414	20449416	0.994940110679423	44538	6694	767
F1502	2021-10-05 20:08:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_352.err	10316060	10207240	0.989451399080657	49109	4499	802
F1503	2021-10-05 20:09:45	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_353.err	12942816	12856586	0.993337616790658	35590	5268	2257
F1504	2021-10-05 20:09:35	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_354.err	12600882	12515762	0.993244917300233	35800	4960	1800
F1505	2021-10-05 20:09:03	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_355.err	11209262	11118220	0.991877966631523	39214	5651	656
F1506	2021-10-05 20:07:17	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_356.err	9826650	9760284	0.993246325044649	29874	2930	379
F1507	2021-10-05 20:08:42	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_357.err	10859938	10744470	0.989367526775936	53663	3393	678
F1508	2021-10-05 20:09:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_358.err	12463234	12379428	0.993275742074649	34981	6318	604
F1509	2021-10-05 20:11:03	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_359.err	14051244	13942914	0.992290362333755	47231	6277	657
F1036	2021-10-05 19:50:43	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_35.err	7741670	7649198	0.988055290396	40939	4765	532
F1511	2021-10-05 20:08:54	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_360.err	10827448	10745084	0.992393036660162	35108	4246	1828
F1513	2021-10-05 20:07:06	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_361.err	7836466	7785214	0.993459807009946	22634	2666	326
F1514	2021-10-05 20:09:00	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_362.err	10493086	10419326	0.9929706094089	31535	4860	485
F1515	2021-10-05 20:08:29	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_363.err	9814004	9741362	0.992598128144231	30693	3861	1767
F1516	2021-10-05 20:06:43	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_364.err	6853998	6798842	0.991952725985622	25123	2135	320
F1517	2021-10-05 20:09:13	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_365.err	10791670	10722820	0.993620079190709	28956	5057	412
F1518	2021-10-05 20:11:24	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_366.err	14732610	14627864	0.992890193930336	45975	5611	787
F1519	2021-10-05 20:09:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_367.err	10421426	10318986	0.99017025117292	47335	3336	549
F1520	2021-10-05 20:11:13	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_368.err	13567742	13463376	0.992307784154504	44329	7023	831
F1521	2021-10-05 20:08:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_369.err	9802238	9727498	0.992375210640672	32110	4731	529
F1037	2021-10-05 19:51:10	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_36.err	8111334	8030204	0.989997946083838	35098	5006	461
F1523	2021-10-05 20:10:08	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_370.err	14760444	14664934	0.993529327437576	38766	8235	754
F1524	2021-10-05 20:11:16	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_371.err	18130420	18006496	0.993164857736335	49507	11314	1141
F1525	2021-10-05 20:09:15	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_372.err	11392888	11338210	0.995200690114745	23036	3928	375
F1526	2021-10-05 20:10:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_373.err	15237788	15127544	0.99276509162616	45385	8773	964
F1527	2021-10-05 20:09:25	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_374.err	12685328	12606662	0.993798662517832	31771	6908	654
F1528	2021-10-05 20:10:38	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_375.err	14113958	14038860	0.99467916795558	32460	4559	530
F1529	2021-10-05 20:08:53	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_376.err	11945268	11863496	0.993154444086144	33900	6363	623
F1530	2021-10-05 20:07:56	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_377.err	9619322	9556668	0.993486651138199	25920	4937	470
F1531	2021-10-05 20:09:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_378.err	12277748	12192724	0.993074951530199	35744	6156	612
F1532	2021-10-05 20:08:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_379.err	10206032	10139990	0.993529120817963	27176	5349	496
F1038	2021-10-05 19:52:29	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_37.err	9797422	9517382	0.971416970709233	132944	5869	1207
F1533	2021-10-05 20:09:44	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_380.err	12762046	12667088	0.992559343540997	40578	6262	639
F1534	2021-10-05 20:11:21	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_381.err	16664698	16548042	0.992999813137928	48641	8756	931
F1535	2021-10-05 20:10:46	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_382.err	16576792	16388410	0.988635798772163	84306	8463	1422
F1536	2021-10-05 20:16:18	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_383.err	25641902	25433824	0.991885235346426	90017	12460	1562
F1537	2021-10-05 20:10:46	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_384.err	13519746	13417362	0.992427076662535	43543	6619	1030
F1538	2021-10-05 20:11:28	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_385.err	14901102	14782064	0.99201146331325	51677	7002	840
F1539	2021-10-05 20:10:31	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_386.err	11330344	11240020	0.992028132596857	39232	5165	765
F1540	2021-10-05 20:08:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_387.err	9336666	9280114	0.993943019917388	23357	4516	403
F1541	2021-10-05 20:12:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_388.err	16228786	16126552	0.993700453009855	43167	7288	662
F1542	2021-10-05 20:09:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_389.err	10682198	10609596	0.993203458688933	30709	5117	475
F1040	2021-10-05 19:51:57	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_38.err	12160994	12028414	0.98909793064613	57557	7963	770
F1543	2021-10-05 20:11:34	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_390.err	13339632	13197676	0.989358327126266	66203	4009	766
F1545	2021-10-05 20:11:51	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_391.err	13501640	13360760	0.989565712017207	65423	4286	731
F1546	2021-10-05 20:08:41	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_392.err	13093698	12910594	0.986015868091658	85735	5145	672
F1547	2021-10-05 20:11:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_393.err	13498498	13412036	0.993594694757891	35988	6651	592
F1548	2021-10-05 20:11:04	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_394.err	12925688	12813222	0.991299031819428	49710	5821	702
F1549	2021-10-05 20:04:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_395.err	183874	176114	0.957797187204281	3718	151	11
F1550	2021-10-05 20:14:26	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_396.err	18033072	17932562	0.994426351760809	44161	5433	661
F1551	2021-10-05 20:10:43	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_397.err	14679138	14563492	0.992121744478456	49534	7125	1164
F1552	2021-10-05 20:08:39	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_398.err	13813914	13737004	0.99443242516205	33295	4601	559
F1553	2021-10-05 20:10:37	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_399.err	12232392	12181204	0.995815372823239	20258	4828	508
F1041	2021-10-05 19:54:07	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_39.err	20694314	20481086	0.989696300152786	91415	13870	1329
F1003	2021-10-05 19:52:02	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_3.err	9699858	9634240	0.993235158700261	28301	3953	555
F1554	2021-10-05 20:09:13	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_400.err	9340362	9291520	0.994770866482477	20457	3515	449
F1555	2021-10-05 20:04:36	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_401.err	40898	38974	0.952956134774317	902	56	4
F1556	2021-10-05 20:10:33	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_402.err	12918986	12787052	0.989787588592479	60467	4536	964
F1557	2021-10-05 20:09:47	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_403.err	10042680	9988208	0.994575949846057	22743	4000	493
F1558	2021-10-05 20:09:20	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_404.err	9388446	9337520	0.994575673119918	21167	3795	501
F1559	2021-10-05 20:08:14	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_405.err	7603158	7493940	0.98563517948726	50985	3238	386
F1560	2021-10-05 20:11:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_406.err	13290262	13128360	0.987817997869417	76056	4056	839
F1561	2021-10-05 20:09:50	/full_path_to/wd/auto_metaviromics_jobserrors_trim/slurm-42966398_407.err	10727650	10669180	0.994549598467512	24082	4613	540
